title,place,paranormal_type,description,source_url
Someone Was Playing Tricks on my Father,Costa Rica,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Someone Was Playing Tricks on my Father

O n my previous story I told you about the little girl that lived in my house. Well this one we really did not know what it was. I never really saw it but did feel and saw things it did.

One night, at the same house, my dad had just come home from work and was getting ready to get in the shower. My mom asked me if I wanted to go to the store with her. My dad turned around and said make sure you take your keys so that I don't have to come out of the shower to open the door for you. We left and my dad got in the shower.

Once in there he thought I should check to make sure that I had closed the door so he got a towel and wrapped it around him and got out of the shower. Right when he opened the door, he heard a knock, and he said out loud ""I told you to take keys with you"". He went to open the door to find no one there. He even noticed that I had closed the door. When he turned around, he felt that someone had past by him. Like when someone pass by you and they make like a swoosh of air? Like that! He said that he thought it was an open window and did not think much of it, then got back in the shower. He said that as he was showering, he could hear music and voices. When we got home he told us all about it.

The whole time he was not afraid, he thought my mom and I were playing games with him. Come to find we had no intentions of it at all...

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, luvparanormal, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Someone Was Playing Tricks on my Father is copyrighted to luvparanormal. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2256
The Old Lady that Never Left her House,"Arkansas, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Old Lady that Never Left her House

W hen I was in Junior High my dad's company had him gone 3 weeks out of the month. As a teenager it was great for me not to have my dad watching over my shoulder all the time, but it got pretty tiring for him! His company was out of Nebraska but they had another location in a little town about 45 minutes from West Memphis called Marianna, AR. My dad and 2 other engineers would spend 3/4 of their time there, so after spending tons of money at the local Holiday Inn, the company decided to buy an old house in town for the guys to stay in.

My father was the one there 90% of the time, and at any given time there might be 4 men in the house. My dad helped find a huge house on one of the main streets in town, an old manor looking house built in the late 1800s. The great thing about it was that after the lady had passed away, she had no surviving relatives and the furniture stayed with the house. So they thought it was great to get a furnished 5 bedrooms (mansion type) at a cheap price. There was even an elevator built in the house. The owner's daughter had polio and rather then carry her up and down the three flights of stairs, they added the elevator. We thought it was really cool to begin with!

Everything went really well for the first couple of months - they were close to work, and it was kind of like a 2nd home to the guys, they got pretty comfortable. About 2 months after they purchased the house, they would get woken up by the sounds of the elevator going up and down. My dad would get up to check on it and everything would look fine, so I think he put it out of his head and figured it was the old wiring or something, and he would go back to bed. This might happen 2 or 3 times a night.

They had a caretaker that would come in a few times a week and clean and watch the house when there was no one staying there. She would complain that her supplies would disappear on her, and sometimes she would feel like someone was in the house with her. One time she complained because she kept a garden in the back yard, and her gardening gloves disappeared on her. She went and bought new ones only to have the original ones on the kitchen table when she returned.

So I remember one night my dad called my mom in a panic. He and a couple of other guys had driven into Memphis and had dinner on Beale Street. They had a couple of beers and ribs and came back home. About 2 in the morning, my dad and Larry, the one who's room was next to my dad's, woke to the sounds of someone running up and down the hall. They sounded like they were going to the bathroom down the hall. At this point they thought there was someone in the house. My dad had kept a hand gun in the night stand, so he grabbed his gun and he and Larry were sure that they would open the bathroom the door, and catch an intruder. Well they opened the bathroom door and found muddy footprints that went into the bathtub and stopped. At this point they were baffled and a little freaked out. They checked the windows, checked the doors. None had been bothered.

After that happened, they always laughed it off to the old ghosts of the house, but sometimes they didn't feel real comfortable when they had to stay in the house by themselves. So one August the company decided to fly all the families into Memphis for kind of a company picnic. They had us staying in Forest City which is half way between Marianna and Memphis, and the second night we stayed in Memphis. All the guys had teenage daughters and apparently they didn't think we would be comfortable staying in the house. But we did spend the first afternoon there.

You know how teenage girls are, they like to snoop! When you would go up the first set of stairs when you came to the landing for the 2nd floor, there was a huge portrait of the owner. I remember it creeped us out - not because it was very old, it was probably done in the 60s or early 70s, but because she was looking straight ahead so no matter where you moved it looked like she was watching you. You would go up the next set of stairs and there was a door and another set up stairs that led up to the attic. One of the other girls and I decided to go take a look, as we opened the door that led to the attic steps, a basket with fake flowers came flying at us, like someone was at the top of the stairs and threw it down. Scared the crap out of us, I remember we couldn't get downstairs fast enough.

At this point there was no way that we were going to try the elevator! I remember our dads kind of chuckling and telling us that it must have just fallen off something in the attic. Yea - right at us! We just decided that the old lady didn't want us snooping in her house. The company had the house maybe another 6 months and I think they finally sold it. My dad and I talk about driving by the house if we are ever back that way, maybe ask the owners if they still have ""wiring"" problems with the elevator.

Find ghost hunters and paranormal investigators from Arkansas

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Nebmom, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Old Lady that Never Left her House is copyrighted to Nebmom. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2257
That Day I Started to Believe in Ghosts,"Virginia, United States",Poltergeists / Physical Manifestations,"You are here: Real Ghost Stories :: Poltergeists / Physical Manifestations :: That Day I Started to Believe in Ghosts

B ack in high school I went over a friend's house after school. While we were in her room she decided to tell me that there was a ghost in her house. I at the time did not really believe in ghost and I honestly thought she was crazy. She began telling me what crazy things would happen at her house. She said that ""the ghost"" or what ever it was would change the TV channels, change her radio stations, and rip her cat pictures on her wall. These pictures were ones she got out of a calendar and hung on her wall.

After she told me these things, we decided to watch some TV. She would put the TV on a certain channel and the channel would change. Every time she put it back to the same station it would change to another one. Yeah it freaked me out a little but hey like I said, I didn't believe in ghost. I just thought to myself that she changed the channel with the remote that goes to the TV. No big deal. Next she wanted to listen to some music and the same thing happened. The station would change from what she wanted to be listening to, to something different. I just knew somehow she was messing with me.

Well she was getting mad that nothing we did was working out. No watching TV and no listening to music... without it changing on us. So she started digging under her bed. As most kids in school, they love to hide things under their bed or just shove a bunch of stuff under there. I heard something rip. Great... Now she was trying to get me to believe the cat pictures in her room ripped! She looked up at me from digging under her bed and said to start looking at my cat pictures. I looked around the room and they all looked fine until I got to the one that was behind my head. It was ripped in half! I almost screamed when I saw that. I knew there was no way anyone could have done that. It was not ripped when I came in and no one was in there but her and me. I looked into the mirror across her room and saw a dark shadow.

I took off down her stairs and told her I was calling my parents to get me. I never did go back over her house again. That day I started to believe in ghosts!

Find ghost hunters and paranormal investigators from Virginia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Dragonmom, has the following expectation about your feedback: I will participate in the discussion and I need help with what I have experienced.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story That Day I Started to Believe in Ghosts is copyrighted to Dragonmom. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2258
She Needed to Go to the Light,"Washington, United States",Psychic / Medium,"You are here: Real Ghost Stories :: Psychic / Medium :: She Needed to Go to the Light

T his happened 20 years ago. It took me 10 years to tell someone, and even now, I am very careful about who I tell it to. I woke up at about 5:30 a.m. (no, I was NOT dreaming) and when I saw the time, was getting ready to go back to sleep. Instead, there in front of me, were three figures; an adult female, an adult male, and a male child.

They were in repose, the woman closest to me. It was weird, because it was as if I was slightly above them. There was a bright light behind them, and they all appeared in a kind of holographic way; 3D, in other words. I was so shocked and scared I could hardly breathe, but I managed to ask ""Who are you?"" The woman turned her head and looked at me, then turned her head back (they were all looking up) and the 'vision' dropped like an elevator out of sight and the room went black.

Naturally, I was scared to death. I told no one. Then, three weeks later, while I was at my brother's house (yes, I was elsewhere this time) the vision appeared again, and again, early in the morning. This time, however, it was just the woman and she was holding a telephone receiver and appeared very stressed, very upset, and crying. I again asked who she was, and again, she looked at me and then the vision dropped out of sight. This time, I was more curious than scared.

I left the next morning to visit family in Minnesota (this happened in Washington state) and I went, of all places, to a psychic fair. I sought out someone who was doing Tarot readings and had a reading. Then, I told her what happened and said I was worried that I had attracted something evil or bad. She took a deep breath, went into a 'trance' (who knows) and told me that no, this person was caught in the astral plane and if I ever saw her again, I should send her to the light I was seeing behind her.

Another three weeks went by (why this was in three week increments I don't know) and I saw her again. This time, she looked very scared, very defeated. She was still holding the phone, and I asked her to look at me. She did. Right at me. I told her to turn and go into the light behind her because that's where her husband and son were. I don't know why I said that, I have no idea who those other people were the first time I saw them, but it just spilled out. She looked at me one last time, turned, walked into the light and the picture dropped again. I never saw them again.

But, afterward, for many years (and it still happens) I will see disembodied faces floating by, or sometimes, whole street scenes (which could be remote viewing, who knows). I am always awake when this happens, and very occasionally, it happens during the day.

I have no idea what the experience was... I have been trying to find out, but the only answer I ever get is that I helped someone cross over. So is this a ghost story? I don't think so, but didn't know where else to put it.

Find ghost hunters and paranormal investigators from Washington

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, dbsherri, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story She Needed to Go to the Light is copyrighted to dbsherri. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2259
A Child Ghost,"Ohio, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: A Child Ghost

I was six years old at the time. Our house was three stories with the second floor being rented out. My brother Mark and I were to sleep on the third floor which had three bedrooms. After saying goodnight to our parents, I ran up the steps alone. Mark was still in the living room talking.

When I reached the top step of the third floor, I saw a very young girl around the age of four or five sitting on my bed. She was dressed in a white frilly dress. Her hair was long and curly with a large white bow on top of her hair. We didn't speak we just looked at each other. After standing and staring I turned and ran down the stairs to get my parents. My older brother was at the bottom of the stairs when I told him a girl was sitting on my bed. He said he would run her off thinking she may be living on our second floor. I never went further than the bottom of that first flight of stairs. She was gone, never coming down the steps. I told my parents about the young girl, they said no children were living on the second floor. Nothing was ever said again.

Fours years later I was playing in a bedroom on the second floor, which no one slept in because it was always cold. My mom was giving my twin sisters a bath when the bed lifted off the ground and started to shake. I started laughing thinking my two brothers were doing this to me. I leaned over the bed after it was lowered to the ground and lifted up the bed covers. No one was under the bed. I didn't tell anyone until five years ago.

The family had gathered for Thanksgiving dinner when I told my story about the bed being raised off the ground. To my surprise Karen, my younger sister had experienced the exact same occurrence in that cold bedroom. She never told anyone until that night. My mom moved out when I turned twenty one. I don't know why I was able to see the little girl but I have never forgotten her.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, kathleen mastin, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story A Child Ghost is copyrighted to kathleen mastin. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2260
Ghosts in the House,"West Virginia, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Ghosts in the House

M y nephew Jason told me one time that he seen a ghost in their house out at Rig, WV where they lived as he was growing up. Now Jason

is much older now but, this is what he told me about that one day. He said he had seen a ghost of a pilgrim standing in the bathroom.

Now, this house has been standing for many years and I'm most sure it was there back in the civil war days and slavery.

Some of the nights I stayed out there I felt like someone was breathing over me at nights. I would automatic freeze and wouldn't move and I would keep the light on in that bedroom all night. Another ghost story I have for you is it all happened when my older sister's husband brought these dead man's clothes home with him and my sister seen this black figure disappear in the walls of what was once a bedroom, now it is part of the living room and now my younger sister and her husband live there today so, I'll have to ask her if she experience any ghost while living there.

Has anyone experience anything like this before?. What did you do at the time? Do you all think ghost could talk to you or not and if they did would you talk back to them or would you be scared and run away from them?.

Find ghost hunters and paranormal investigators from West Virginia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Eston L. Cullers II, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Ghosts in the House is copyrighted to Eston L. Cullers II. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2261
Heat Wave Victim,"Illinois, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Heat Wave Victim

T his is actually a story that happened to my uncle Jim, not me quite some time ago. I just discovered this site recently and I just wanted to see someone else's opinion on the matter. When I would visit my uncle as a child, something about his apartment made me feel uneasy. It wasn't until I was a little bit older and after he had moved out that he told our family he thought it had been haunted.

During the mid 1990's my uncle Jim rented an old apartment building here on the south side of chicago. If I am dating this right, this story happened in either 1995 or 1996. During this time, the summers here in the midwest had become incredibly hot and dry and chicago suffered extreme heat waves. People were bussed to shelter areas in the city just so they could spend the days in air conditioning and not suffer.

Since uncle Jim's building was very old, it had no central air conditioning unit and tenants had to either buy their own window units or go without. Uncle Jim's landlady happened to be a pretty stubborn elderly woman who refused to go to the shelter areas and or to buy a unit of her own. Sadly, she wound up passing away from the severe heat.

About three nights later, the heat was just as bad as ever and since uncle jim didn't have much money at the time, he was sleeping with all of the windows open due to his lack of an air conditioner. All of a sudden, he woke up because his room had become freezing cold. He stuck his arm out the window and could feel the extreme temperature difference between the outside and the inside. Uncle Jim was convinced that his landlady was trying to prevent anyone else from getting harmed by the extreme heat.

After that, he often reported hearing noises in the attic and something passing him on the apartment stairs. Do you really think it was the land lady trying to protect people?

Find ghost hunters and paranormal investigators from Illinois

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, JessicaDanger, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Heat Wave Victim is copyrighted to JessicaDanger. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2263
Satanic Cult Encounter,"Michigan, United States",Misc,"You are here: Real Ghost Stories :: Misc :: Satanic Cult Encounter

I don't know where to start. Let me just say that I am a strong Christian and you should never mess with evil. Just over 2 years ago in early October, me and a few of my friends had been toilet papering people every week. It was sort of our little rendition. We had always heard of a supposedly ""satanic cult"" that was nearby, about 10 minutes from our high school.

At this point in our lives we had all graduated, '05. We thought it would be fun if we could sneak on to the cult's property and fork and TP them. My friends had been drinking a little so I drove my friend's car. We parked down the road in some lumber yard type of deal. We all had masks and were dressed in dark clothing. I was scared myself, because I've always wanted to see something with my own eyes and I though I was really about to.

This place was in the middle of nowhere, and there was a pretty full moon, I just remember it being fairly light outside. We had to climb through a fence and we took our time about it. There were a total of 5 of us. (Jesse L, Jesse D, Alex, Andy and myself). Once we got through the fence, there was a grass pasture, we were all walking slowly, when there was a loud eerie noise that, to me, sounded like an old screen door slamming shut. We froze, and bent down at the knees. As far as we could tell, no one else was around.

So after several minutes we continued. We got to a forest like area with trails and a small building, a very old small church. On it said ""church of christ"" There was a light on it and we tried to open it, but it was locked. We stood around for at least 15 minutes trying to look inside this thing, but it was dark inside. At one point I heard something move across the floor. So with nothing really happening at this cult, we left.

We walked back down the dirt road to the lumber place to get in my friend's car. I had the keys. I couldn't get the door open, the key wouldn't work, my friend even tried and it wouldn't unlock. Now this thing had an old key chain thing to push ""lock"", ""unlock"", but they didn't work and without me pressing anything, all of a sudden the alarm went off and the lights start flashing and then the car was unlocked. We all piled in, because supposedly the guy who owned the lumber yard is a real mean SOB. So I put it into drive and got cruising down the road when all of a sudden the lights just shut off, complete darkness. I did not touch anything. Then we had to find the switch and the lights came back on. I slammed on the brakes of course when the lights shut off. So I don't know if a spirit or demon was messing with us, saying don't mess with me. Who knows.

We didn't end of TPing them. The scariest thing that happened was when I got home the next day. I live about 25 miles from where the cult was. I pull up in to my drive way and I saw multiple cats, it was about 3-4 pm so the sun was glaring, I couldn't really tell how many there were. I had one cat, but not anymore than that. So I get out of my car, I love cats by the way. But not these. They were 3 identical all black cats, not yet full grown. No idea where they came from, my dad didn't have any idea where they came from and they happen to just appear out of nowhere, the day after I go messing around at a satanist cult.

So I told a few people, and my sister works with a guy who was supposedly a ghost hunter on the side, she told him about it and he said that it was a warning sign not to be taken lightly. Bad things come in threes. I got rid of those cats, I put them in a box and drove them outside of a town about 7 miles from where I live. The weird thing was when I took them out in the country to a small road my friend said would be a good spot, an all black car followed me down 2 different roads, I put on my blinker to go on the small road, it's actually called clinton TRAIL, so it's small. It put on its blinker to follow. So I said screw this and I went straight. I got out, threw the cats out of the box and haven't went back to the cult since.

Find ghost hunters and paranormal investigators from Michigan

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Brad, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Satanic Cult Encounter is copyrighted to Brad. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2264
I Am Der Teufel,Australia,Ouija Board / Seances,"You are here: Real Ghost Stories :: Ouija Board / Seances :: I Am Der Teufel

R ecently I have taken an interest in seances and have been doing some research into how best to conduct one. The first thing I thought of was, of course, an ouija board. Not knowing how to use one, or even where to get one, I browsed various web sites including Castle of Spirits as well as this one for stories involving ouija boards and instructions on how to use one. I also watched some youtube videos of (supposed) seances.

So far I have gathered that there are many different methods of using an ouija board, such as:

- Minimum of three people (multiples of three apparently work better)

As such, I still wasn't 100% confident I knew what I was doing, but I moved onto the next step of actually getting an ouija board. I'm told they can be bought at toy shops (THEY'RE NOT TOYS!) but I'm also told home made ones work just as well.

So with my home made ouija board in one hand and pointer glass in the other, I began looking for someone I knew who might be more experienced with seances. To my surprise, I discovered that my dad knew quite a bit and had performed some fifty odd seances in his teen years. To my disappointment however, he flat out refused to perform one with me. When I asked him why, he recounted one seance that terrified him to the point that he has never gone near an ouija board since.

He performed a seance with some friends in Melbourne, Australia and made contact with a particularly violent spirit. This spirit was extremely uncooperative and moved the pointer so forcefully that it repeatedly fell off the table. When asked its name, the spirit spelt out 'DER TEUFEL'. At the time, the group thought it was gibberish but wrote it down anyway.

PLEASE NOTE: My Dad does not recall what the exact word was (it happened 30 years ago), only its meaning.

Some days later, one of the people involved looked into what 'DER TEUFEL' meant. He found that it was German for 'the Devil'.

Now before anyone goes off at me for telling such an extreme story, understand that I too think it extremely unlikely that this spirit was actually the devil. My understanding is that spirits, like humans, are under no obligation to tell the truth. I also don't recall the Devil ever referring to himself as 'the Devil' in the bible (I could be wrong). Either way, it is a pretty incredible story.

Find ghost hunters and paranormal investigators from Australia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, JPing, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story I Am Der Teufel is copyrighted to JPing. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2265
My Encounter with a Lady Ghost,India,Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: My Encounter with a Lady Ghost

I don't know why it's so but it seems that I'm the only one in my family who goes through these experiences. It happened to me a few months back, when I was in Shimla (a hill station in Himachal Pradesh) with my family during my summer holidays. We stayed there in a house which my father had booked for 10 days. It was a strange and somewhat a frightening place. It was old yet larger.

When I stepped inside that freaky house, I felt someone's presence. At that time, I was a bit scared. I tried to express my fear which I felt to my parents. But they were not really convinced. One night when I was still awake, I heard a voice of a lady who, I think, was trying to lull her child to sleep. The voice was so clear and melodious that I still remembered some of the wordings. But who was she? I went to look for the matter as I could not wake my parents up. I was shocked when I saw a smoke like thing coming out from one of the rooms. I moved forward to clarify the matter. Then again I heard her voice. But this time, the voice was more irritating and painful. Just then the smoke like thing took the form of a lady who was wearing a white saree. It happened so fast that it was just a blur. Everything disappeared and there was silence all around.

After this incident, I pretended to be unwell as this was the only way which could compel my parents to go back home. And it worked.

When I was back, I told everything to my mother but, like always, she didn't believed.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, siddharth, has the following expectation about your feedback: I will participate in the discussion and I need help with what I have experienced.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story My Encounter with a Lady Ghost is copyrighted to siddharth. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2266
Pinned to my Bed,Australia,Old Hags / Night Attacks / Sleep Paralysis,"You are here: Real Ghost Stories :: Old Hags / Night Attacks / Sleep Paralysis :: Pinned to my Bed

I am in desperate need for even the slightest bit of an explanation to an odd experience I had the other morning. I have always been very open to the ideas that ghosts and spirits are very real, and admittedly I have recently started getting more into tarot and such, however nothing as blatant as this has ever happened to me before and I have been having trouble sleeping ever since.

The other morning, at approximately 5:30 - 6:00 am, I woke up in my friend's bed laying flat on my back, to a heavy pressure on both of my shoulders, almost as if something were pinning me down flat to my bed. I could not scream, and I could not move, and later that morning my friend told me she was startled by my restless nature and the way I was making a strange mumbling noise and moving from side to side. I was so scared, it continued for what felt like a few minutes, and the scariest part of all was that I could see nothing on top of me, but could hear the loudest, most terrifying breathing noises being made in my right ear. It has scared me stiff and I have been staying up almost all night just so I am not caught in the same situation again.

I would really appreciate it if anyone could supply me with some sort of explanation, even if you are unable to help with this particular case, perhaps even a link or an idea on what or who I could contact to find out more? Also, does anyone know what it could be? Is it definitely a spirit or ghost? I am secretly hoping, (while almost positively sure it is one) that it can be explained in some other way, because I'm to terrified to go to sleep again.

Find ghost hunters and paranormal investigators from Australia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Jenna, has the following expectation about your feedback: I will participate in the discussion and I need help with what I have experienced.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Pinned to my Bed is copyrighted to Jenna. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2267
A Four Year Olds Tale,"Indiana, United States",Children Who See Spirits,"You are here: Real Ghost Stories :: Children Who See Spirits :: A Four Year Olds Tale

W e have been told that our son has an old soul. Our four year old never woke us up screaming in the middle of the night while teething. When sick he played as hard as when he was well. At two years old he was toddling around the house to help us, didn't get into or tear up everything. He never hit the ""terrible two's"" never got into the ""horrific three's"" and now that he is four he still has the same laid back, taking everything in stride personality that he has always had. My husband and I feel very blessed to have such a well mannered, calm little guy as he is the exact opposite of our daughter when she was his age.

Just before he turned three and was beginning to have conversations with us, some things that we had observed him doing started making sense. It unnerved us, but in the scheme of things, he was little by little allowing us into his life and letting us know what he sees. Of course, some of it we had to figure out what he was really saying and we may have jumped to some conclusions at first, but once words and their meanings became clearer to him, he gave us great detailed descriptions of what was ""bouncing around"".

Anyone with children knows that when their child starts the journey into the spoken word, most of it sounds like jumbled words and phrases that do not seem to quite fit the rest of the sentence. With him he had a long issuance of sounds that we did not recognize, the family (immediate and extended) began working heavily with him on the pronunciation of words. Half the time he spoke English (That is technically the only language he had long exposure to. The neighbors spoke Spanish, but rarely to him) and the other half were a combination of clicking and almost humming sounds, so therefore we began looking into speech therapy for him.

We have always enjoyed his imagination. Even now he prefers to be alone with his ""friends"" but doesn't mind the intrusion when we come in. He regals us with stories of his friends Belle and Justin. We did not want that destroyed. With us being in our late thirties and early forties we know how easy it is to lose the ability to let our minds tell us a story. Plus our daughter had gone through therapy with a psychologist and the results were explosive (That is in a different post). So we were apprehensive about the therapy sessions. Even knowing it was a different therapy, different children, the offices were in the same building, but where we could afford to take him at the time.

He went to two sessions. In the first session the entire hour was video and audio taped. I did not like that. Several years from now someone may be going through old records and find these tapes and there will be my innocent angel up on the screen. I couldn't imagine anything untoward happening, but the unease was there. The second session we watched and listened to bits and pieces of the first while the therapist shook her head and told us that on initial observation, it would appear that he was talking to someone and waiting for answers. In her opinion, he was just having fun with a friend and he had ""made up"" a language that they could have secret conversations with. She recommended a psychologist.

After two consultations, we decided that no further action would be taken. We would just patiently try to teach him to slow down and enunciate words. That would be the solution. There was nothing in his life pointing to a psychological problem, he was just having problems with words.

Then he said the darnedest thing. We have an open relationship with our children. They are encouraged to come to either one of us with anything and we TRY to, with an open mind, help, support and love them through anything that they are going through. My terminally ill father-in-law lives with us (Higher Power love him for hanging on this long) so religion is a big part of our lives, but we do not discuss the ""ins and outs"" of life before and after our physical being with our four year old. ANY conversation to that effect is usually with my daughter and in a room with a closed door out of respect to my father-in-law who is on that brink.

One day we were checking out Daddy's race car (He races a mini-stock locally, nothing big and fancy, just an old mustang) and our son was playing in the drivers seat. Out of the blue he says something to the effect of:

Smiling, Daddy asked him how he was able to choose him when he was a miracle baby that surprised both Mama and Daddy.

He told us that while he was up in Heaven checking out all the Mama's and Daddy's and trying to pick out the perfect ones, he noticed Sissy first. She needed help. Then he noticed Daddy. Our son would sit on a cloud with his feet hanging down and swinging and just watching him. He liked what he saw and began checking me out. He knows that something was keeping Mama from having another baby, but he wanted us, so he came. He said his Daddy needed someone else to love as he had such a good heart and he knew there was enough to go around. Daddy would need help with his hobbies and needed a boy to hang out with.

Some facts: Between the birth of our daughter, now fifteen, and our son, now four, we had three miscarriages. We were told that I am just not a natural born baby carrier, and we should just ""be happy"" with the child that we had (My husband has three other children by a previous marriage that he was prevented in seeing by the ex-wife. Big ugly mess that whole thing is) and accept that there would be no others. At three months pregnant I began having difficulties, almost lost him, and was put on complete bed rest. While in a depressed state I was introduced to my Spirit Guide (a White Buffalo) who literally carried me through. I am Italian and, no blonds or red heads in as many generations that my parents have knowledge of. My husband is half Cherokee Indian, quarter Blackfoot. His father is Cherokee, his mother Cherokee/Blackfoot. No blonde's there. Our son is blond and blue eyed. His name has the number three in it.

I'm not sure that numerology has any kind of play into this. I'm not sure I believe that things can be determined by numerology. Then again, I'm not sure how numerology works. But all the threes... My Guide and my son have the same color hair. Would anyone happen to have some kind of explanation on how he came up with the Heaven story or why he seems to act older than four? And what with the made up language that he still slips into on occasion, any one know what that may be?

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, whitebuffalo, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story A Four Year Olds Tale is copyrighted to whitebuffalo. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2268
