title,place,paranormal_type,description,source_url
A Grandfather's Experience,"Texas, United States",Family / Friends Visits,"You are here: Real Ghost Stories :: Family / Friends Visits :: A Grandfather's Experience

A ctually, this story wasn't exactly my experience, but I thought I'd post it up and share it with people.  This is my grandfather's experience and he told me all about it.  When he was younger, he and my grandmother lived in Nava, Coahuila, Mexico, and he always loved to be around his father or my great-grandfather.

Then one day my great-grandfather died and my grandfather was heartbroken.  It was extremely hard for him to have his hero and someone special to him dead, but one day, about six or seven years later, my grandpa was getting ready for bed, taking his pills when he layed down and was about to close his eyes, when he thought he saw something on the window that his bed was right next to.  My grandpa opened his eyes alertly and was suprised to find his father's (or my great-grandpa's) face in the window looking at him and smiling as if he were still alive and healthy.  Then my great-grandpa opened and closed him mouth as if trying to tell my grandpa something.  That's when his face dissapeared and my grandpa saw it one more time another night, in the exact same spot, before never seeing it again. Sometimes my grandpa tells me that when they go to Mexico, he always sleeps in the same spot, and that he would look out the open window (to see if he could see his beloved father's face again) and just stare out and the happy memories of his father would come flooding back to him.

I was touched when my grandpa told me this story.  One night when me and my family were staying in that house, I had to take the bed next to the window where my grandpa had seen great-grandpa's face, and I don't think I slept the whole night because I just kept staring out that window hoping to see something.  Although I didn't see anything, I got this comforting feeling (and also a tat bit creepy) that someone was watching over me and that someone was next to me, making sure I was safe.  Maybe it was my great-grandpa, maybe it was just me or something else.  Well, I hope that I could get some opinions from people who will actually take time to read this.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story A Grandfather's Experience is copyrighted to Janice. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=137
The Haunted Blue House,"Texas, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Haunted Blue House

I decided to share another story since it came up to my head.  I lived in this blue haunted house from when I was new born baby to when I was about two or three years old, so I wouldn't remember much but my mom told me about it.

My mom was much younger in those days and so was my dad. My sisters weren't born yet and my brother wasn't either.  My mom, dad and I lived in a small, old blue house and there my mom would always experience paranormal things.  Like once she told me it was early in the morning, my dad had gone to work and I was still asleep, then she heard someone washing dishes in the kitchen! When she got up to check who was in the kitchen, nobody was in there and the dishes were in the sink, dirty and unwashed.  Another time my mom was in bed and my aunt came over to the house and knocked, but my mom couldn't get up because someone was pushing the covers tightly around her and my mom thought it was my aunt, so my aunt came in and asked her why she didn't open the door, and my mom told her why.  My mom also told me that when I was two I had my own little ghostly friend and that I would talk to someone unseen normally like if I was talking to someone alive.

Also, she would tell me that someone or something would stand at the foot of her bed and pull the covers off her (my dad was at work and I was asleep, so it couldn't be someone my mom knew who lived here).  I also remember my mom telling me about the ghosts living in the closet during the day because she would hear the closet door open EVERY SINGLE night at around 10:00pm to start the night's mischievousness.  I know a lot of you are looking at this story and probably laughing at me or something but it's true, and I hope that I get comments expressing people's opinions. So please think about it and then tell me your opinions.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Haunted Blue House is copyrighted to Janice. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=138
Haunted Home,"Ohio, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Haunted Home

I have many paranormal experiences I could tell, but the one that stands out the most for me happened a long time ago when I was still a child. I grew up next to a home that had a violent past. The first owners were killed by an escaped convict and their youngest son was beheaded and his head was never found. Supposedly it was tossed into a gravel pit that was nearby at the time. The next couple to purchase the home split up and the wife along with her months old baby jumped from the upstairs window and fell to their deaths. Well, you get the picture.

Due to a snow storm that had fallen on our town, my mother and father not being able to get home to me and my brother, we had the misfortune of having to stay with our neighbors for the night. Needless to say my brother and I were scared to begin with because we all knew of the happenings in this house. At first nothing seem out of the ordinary, but as the night worn on strange things began to happen. The first thing to take place was while we were all sitting in the living room watching TV, we could hear someone in the kitchen doing the dishes. There was no one else in the house and there were no dishes in the sink to be done. So we all went back into the living room, then we heard glass breaking in the bathroom. This caused everyone to jump and run to see what had broken and how. There was no broken glass anywhere and everything seemed okay. Things settled down for a while, I thought if that is the worst that was going to happen then I am going to be okay. Boy was I wrong. I was laying on my neighbor's couch, just about to fall asleep, when a rocking chair began rocking all by itself and and I heard the faint sound of a baby crying. As if this wasn't scary enough, I soon heard footsteps coming down the stairs and a little boys voice calling ""Mommy"". Scared as I was, I went to the stairs to see if someone was just playing with me. I knew it wasn't my brother because he was already asleep. There was no one there. I ran and put my head under the covers and didn't come out until morning.

I spoke with my neighbors and asked them how they could stay in a house like that, and they said that they were just use to it and they didn't pay that much attention to it any more.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Haunted Home is copyrighted to Shane. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=140
Haunted Cottage,United Kingdom,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Haunted Cottage

I grew up in a 200 years old cottage in South Gloucestershire, South West England. My parents spent 4 years (1981-1985) renovating the cottage to a livable state as it had been empty for a few years, the last resident had been an old lady.

The original house had only two upstairs rooms, both were bedrooms in which you had to pass through one to get to the other. My dad added a bathroom and another bedroom to the rear of the house. He also added a landing so each room could be accessed separately.

Strange things started to happen once we moved in. My parents had one of the bedrooms at the front of the house, the other was the spare room for guests and I had the new bedroom to the rear of the house.

In the mid 1980's my grandparent's had come down from Yorkshire with my aunt who was living in America at the time. My grandparents stayed in the spare bedroom and my aunt stayed with me on the bottom of my bunk bed.

After everyone had gone to bed, my aunt awoke to the sound of my bedroom door opening. My door was the typical old cottage style with a latch, where you have to press down on the outside of the door and a lever on the inner side goes up allowing you to then push the door open.

The door opened and then slowly closed. My aunt called out 'hello is anyone there?' Without reply, she put it down to a draft and went back to sleep. A while later she awoke to the bed violently shaking, naturally she thought it was me playing games and she asked me to stop. Realizing that I was fast asleep she then called out 'whoever you are just stop it'. This then stopped the bed from shaking. I am not sure if she slept after this but I know it was many years before she would talk about it.

Several years later in the 1990's she came to visit us again. I had since got one of the bigger bedrooms at the front of the house and my aunt reluctantly had to use my old bedroom which had since become the spare room. She awoke in the middle of the night to find a lady in a bonnet at the bottom of her bed staring at her. I have never heard what else happened.

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Haunted Cottage is copyrighted to Ben Fletcher. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=141
Touched by a Ghost,"Ohio, United States",Family / Friends Visits,"You are here: Real Ghost Stories :: Family / Friends Visits :: Touched by a Ghost

F irst I would like to say thank you to the unbelievers out there for helping to keep the discussions lively. My story begins back in the early 80's my father had become severely ill and was going into the hospital. I didn't want him to go but I knew that he needed to be there. I asked him if we could go fishing when he got home and he said ""If I come home"", I think he knew he wasn't coming back. He went into a coma a few days later and remained in one for months.

Well one night during the summer I awoke having to use the bathroom and needing a drink of water as it was a very hot night and we didn't have air conditioning at the time. I returned to my bed and was just about to put my head down on my pillow when I noticed a white light above my brothers bed and it began to get bigger, I looked around to see what could be causing the light and there was nothing. I kept watching the light grow until it took on the shape of a woman in a long flowing white gown and long flowing white hair, but no face. Now believe me I was ready to scream and run from my room, but before I could the spirit laid her hand across my mouth and everything I mean everything became ice cold, I could even see my breath but I couldn't move or speak. She was just standing there with her hand on my mouth looking down on me and there wasn't a thing I could do. I remembered reading some where that if you asked a spirit what it wants it will leave. So not being able to speak, I thought it and the spirit just shook her head and was gone. Now you don't have to be a believer to know what I did next, you guessed it, I ran from the room and right to my mothers who told me I was just having a bad dream. The next morning we received a phone call from the hospital that my dad had passed away. I didn't know who the woman was at that time, but I believe she came to let me know that my dad wasn't coming home. I only found out a few years ago after speaking with a Native American shaman that the spirit was that of my great grandmother.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Touched by a Ghost is copyrighted to Shane. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=142
Sally Ann,"Kentucky, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Sally Ann

S elling real estate is an adventure unto itself.  Sellers and buyers are always full of surprises, but occasionally the homes hold a few on their own.  In April 1989, I did not believe in ghosts.  No real reason to.  It wasn't logical.  But unfortunately, this story is true.

That spring, I listed a beautiful 200 years old Italianate Mansion on six acres. The home was halfway through renovations when the owner gave me my first tour.  We walked through the grand entryway separating the twin front parlors.  The one on the left served as the living room.  A beautiful antique grand piano nearly filled the music room in the right parlor.

A large formal dining room and just beyond, and a renovated gourmet kitchen and bath finished the first floor tour.  We walked up the wide curved staircase in the center of the home, circling to the third floor tower.  The tower was one room, surrounded by windows, where one could overlook the entire farm and surrounding countryside.

Heading down to the second floor, five of the bedrooms were in various stages of construction, that is, all but one.  The sixth bedroom, painted a sunny yellow with white trim was left untouched.  The owner explained that room couldn't be changed.  If they tried to paint it, the new paint faded and the yellow walls greeted them again the next morning.  The temperature in that one room was a constant seventy degrees no matter what season.  It was the young son's room of the owners in the late 1800's and she said he was one of the ghosts in the house.  When you walked in that room, you felt a presence. As if someone was there. It was a calm presence, but it felt as if eyes were on you.  I wanted out of that room, but I don't believe in ghosts.

According to the owner, sightings had been seen of a young boy, a man, and two men while only her family was at home. While the workmen were there, tools disappeared all over the home, never to be seen again.  Noises of something being dragged and footsteps coming from upstairs while the workmen were downstairs were reported.  I, of course, totally discounted the stories because I don't believe in ghosts.

""Goodbye."" I said to my new client.  ""It's been a most enjoyable afternoon."" I left, excited about my unique historical listing and couldn't wait for my first open house in two weeks.

The day of the open house was beautiful, sixty degrees, and sunny.  Tools were put away.  The home gleamed.  Visitors entered in the kitchen door where they sampled homemade donuts, mint iced tea and coffee while they waited for one of two agents to take them on a tour.  The agent then let the prospective buyer out the front door and returned to the kitchen for the next visitor.

Towards the end of the three hour opening, I let a very nice woman out the front door where a cold breeze hit me when I closed the door. Turning to go back to the kitchen, I glanced to my right.  Sitting at the piano in the music room was a young woman, dressed in a plain gray dress, her dark hair drawn back in a bun. Her large dark eyes held no light. She was sitting quietly, just looking down at the keys. No music was playing. The hair on the back of my neck rose with the goose bumps.  Startled by seeing a visitor unattended, I went back to the kitchen to find the other agent.

""Why is there someone wandering around the house without you?""

""Well, maybe she came in the front door,"" I acquiesced.  ""In that case, there is a lady waiting for you in the music room.""

As I described her, the owner smiled.  ""You've just met Sally Ann.""

The hair on the nape of my neck stood up and I broke out in goose bumps yet again as I raced back to the front rooms. The music room was empty.  The living area also empty.  I ran up the stairs.  The bedrooms were empty.  Only one place left, the tower.  Taking the stairs two at a time, I reached the door.  It squeaked as it slowly opened it.  Empty. She was gone.  Vanished.  My heart pounding, I was shaking as I slowly descended the staircase and walked back to the kitchen.  This was silly.  I don't believe in ghosts.

Reaching the kitchen, I sat down and the owner pushed a cup of strong coffee in front of me.  My hands were trembling and the hot liquid nearly spilled.  The owner began to tell me the story of Sally Ann.

""Sally Ann, her husband, brother-in-law, and eight year old son were the original owners of the home.  Sally Ann had an affair with her husband's brother and when he found out, the two men dueled in the hallway of the second floor.  Both men died as a result of their wounds.  Sally Ann's son died a year later of typhoid.  Sally died at the young age of 30 of what was said to be a broken heart.  She shows herself only to people she approves of as guests in her home. But she is a kind ghost and is treated as another member of the family. Every once in awhile we see her son with her.  The two brothers are probably the ones responsible for the tools missing.  Just haven't seen them.""

I'm thinking - great, Sally likes me. But I don't believe in ghosts.

The owner continued her story.  ""I hired a seer to come evaluate the ghost situation.  He identified all of the ghosts.  The family is all buried at Lexington Cemetery.  He told me to rent a metal detector and search around the fifth fence post from the front corner of the house.  I would find Sally Ann's wedding ring.  So I did.  And two feet down, I found her wedding ring with her initials.  It's in this drawer.""

Walking to the sideboard, she opened a drawer and pulled out a small band with initials on the inside.  My breath caught.  The hairs on my arm stood up.

Some deep breathing helped, mind over matter, and calmer now, I had again convinced myself that Sally Ann or whatever it was, was merely a figment of my imagination.  It was just an old ring. I don't believe in ghosts.

I had finished my coffee, and since the Open House was now over, the other agent and I prepared to leave.  As we neared the front door, I felt a cool breeze.  The goose bumps returned.  The hair on the nape of my neck stood up.  Chills went down my spine.  Slowly I turned around.  At the top of the stairs stood Sally Ann.  She was smiling.

The owner had told me where the family was buried at the Cemetery and because I am annoyingly curious, I later went to visit.  There they all were.  The whole family. Just as she said.  Still a cynic, I went to the historic archives to search for the stories.  They were there.  The seer's stories checked out.  There was a picture of the widow.  It was Sally Ann.

Find ghost hunters and paranormal investigators from Kentucky

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Sally Ann is copyrighted to Cheryl Mee. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=143
Popeye's Ghost,"California, United States",Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: Popeye's Ghost

H i everyone. My Name is Casey and I am 49 years old. When I was six years old I lived on 15th St. in Santa Monica, Ca. We were living in a house that was built by Segar, the creator of the Popeye cartoon.

One evening my older brother and sister and I walked home from a diner down the street before the folks came home. This was during an era when kids could walk home without the adults.

When we got home my brother discovered we had no house key. My brother took me around back and boosted me through the kitchen window so I could go through the house to open the front door. On my way down the hall I passed the narrow stairs that went up to the upper floor.

I looked up those stairs and at the top stood this cartoon looking person looking down at me. It was wildly shaking its head and made this strange laughing sound. I wasn't so scared, I've always been kind of strange that way.

I ran to the front door and let in my siblings. I told them what happened and they both understood. Each one of them had encounters with this malevolent spirit in the past.

Find ghost hunters and paranormal investigators from California

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Popeye's Ghost is copyrighted to Casey. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=144
Heritage Hall,Canada,Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: Heritage Hall

I used to attend L'Heritage high school in Sudbury Ontario, it was a completely normal place. Normal students, normal teachers, normal everything. Until one day, our school closed because we didn't have enough students enrolled in L'Heritage. We ended up closing down. The school basically sat there until elementary school ""St Johns"" of Garson had to rent out L'Heritage due to some ventilation problems. Me and a few others went into the school to clean it up a bit. We were there all day, until by friends and I had cleaned the whole school. They all left except for me. I stayed to finish up a classroom. Later on I decided to retire for the day. I walked out into the hallway and I heared footsteps behind me. I turned, but no one was there. I began to think that one of my friends had come back to prank me. ""Very funny guys"" I continued on, then I heard the footsteps again. I began to run until I heard a scream. I stopped, then felt the need to escape like something was pushing me out. I ran out of the school and quickly drove away. I sometimes wonder if any of the St John students have had the same experience that I had.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Heritage Hall is copyrighted to Mellisa. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=145
Sleep Interupted by Spirits,"Ohio, United States",Old Hags / Night Attacks / Sleep Paralysis,"You are here: Real Ghost Stories :: Old Hags / Night Attacks / Sleep Paralysis :: Sleep Interupted by Spirits

F irst things first, I know about sleep paralysis and night terrors. What I experienced was neither of these. I had moved in with my mom and her boyfriend into a very old farm house. I had noticed shortly after moving in that I could hear voices, male voices mainly about the same time every night. At first I attributed these to my Mom or her boyfriend leaving on a TV or radio, but after speaking with them and doing some investigation on my own, one night I determined that I was wrong.

Then I started waking up in the middle of the night, not being able to move or speak. This went on for a few months off and on, but it began to happen more frequently as time went by. I was often able to move after saying the Lords prayer or one of the psalms, now I am not a deeply religous person but I believed this helped me. Things really got bad near the end, I was waking up in this conditon almost every night. One night, as it was happening, my mother walked into the room, I saw and heard her walk in, but I could do nothing until I said the prayer, she said that she could hear me saying something but couldn't make out what it was and that the closer she got to me the colder the air felt. I told her what was going on and she said she had experienced the same thing a few times since moving in there.

Well the next night I awoke to the same thing happening, I was asleep on my side and I felt someone put their hand on my shoulder which immediately woke me up, once again I was unable to move or to speak, like what ever it was didn't want me to see it. I willed myself to roll over and confront what ever it was holding me down and to my surprise, in front of my face was the face of an old woman, no body, nothing, just her face and she screamed at me: ""what do I do now"". Well being as mad as I was I told her to leave me the (blank) alone and go into the light. When I did this she gave me a puzzled look and disappeared.

After that I never had another incident. I did some investigating of the home and wasn't able to find out if anyone had died there or not. Now that I think back on it I guess I could have been a little more polite to this spirit, but hey after several months of interrupted sleep who can blame me.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Sleep Interupted by Spirits is copyrighted to Shane. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=146
The Others,Philippines,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Others

I t was nearly 7 p.m. when we reached my friend's grandmother's house in the province near our school. We were there to spend the night doing our thesis required to finish our course. There were seven in the group.

The house belonged to Melissa's grandmother. No one was in there aside from a caretaker who left after he handed us the key. We suited ourselves and prepared our dinner. After the meal, we started to do our projects. It was already 2 a.m. when we finished and decided to go to bed.

There were three rooms in the house. We were four girls and three boys, so we took the other room, while the boys took the room on the other side. The other one left was Melissa's grandmother's room.

Before going to bed, Andrea, one of our friends, asked Melissa about the house. She told us that her third eye was open, and she felt something in there. We were frightened of what she said and told her to stop bullying us. But Melissa said that the house was known in the town as being haunted, since no one really stayed there. Her grandmother was staying with her family, since she was too old to be alone in that house.

Suddenly we felt as if someone were watching us. We went to the room and decided to sleep. Around 5 a.m., Andrea woke me; she was chilled and could not control it. She asked us if we could leave already, but it was too early, and we wanted to sleep late. I told her to go back to sleep again.

She said she couldn't, and could I just come with her outside. She just need some air to breathe. I wanted to scream at her, but when I looked at her, she was white, as if she had no blood running in her veins.

I woke up the rest of the girls. Andrea was already freaking out and crying. We went outside, and Melissa gave her some water. She calmed down a little and started to tell us the story that scared us and gave us total chills to the bone.

When we went to bed, we went to sleep fast, since we were all tired, but Andrea could not sleep. She heard noises like footsteps outside the rooms and whispering. She ignored it and went to sleep. It was if there were ""other"" people in the house, but she still fell asleep.

She awakened at around quarter to four, and what she told us next scared us to death and made our blood run cold. She said that she closed her eyes and tried to get some sleep again, but she still couldn't.

When she opened her eyes, she saw a lady in front of her, looking down at her face! She smiled at her wickedly and said, ""You can see us, can't you?"" The ""other"" people then came near around her. That's when she woke me, chilled and crying.

We waited till the sunrise, packed our things and went back to the city. None of the boys knew what had happened. No one would surely believe, so why waste our energy telling them? After all, we were still drained when we reached our dorm.

Find ghost hunters and paranormal investigators from Philippines

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Others is copyrighted to Melissa. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=151
Startling Knocks At My Window,"South Carolina, United States",Misc,"You are here: Real Ghost Stories :: Misc :: Startling Knocks At My Window

I have a habit of being awake in the wee hours of the morning on a fairly regular basis. This particular morning I was up late working on some music projects. I had my earbuds in listening to a track when suddenly I heard 3 loud rapid knocks right at the window behind my bed's headboard.

It scared the living s#!+ out of me! Startled, I snatched out my earbuds and laid low for a brief moment wondering who in the h*! Could be knocking on my window at this time of the morning. This has never happened before so I'm there ducked down trying to process what just happened.

In those brief moments my mind is racing and I thought for a second could it have been one of my household relatives that went outside and perhaps locked themselves out? Then I thought could it be someone from around the neighborhood up to no good or perhaps needing something?

Then I thought that maybe I was hearing things, but the knocking was LOUD and I actually felt the THUD of the window. That's actually what got my attention, and it was loud enough that I heard it beyond my earbuds.

I quickly jumped out of bed and grabbed my pistol. I then slowly peeped out the blinds of the window to see if anyone was out there but oddly there was no one there.

That side of the house is well lit by a nearby street light and my car was right there next to that window. Still peeping out the window I looked around the car and waited to see if maybe someone was hiding behind it on the other side, but I didn't see anyone. I angled my gaze downward to see if anyone might have ducked down below the window alongside the house but no one was in sight.

I then went out of my bedroom and slowly peaked around the corner into the front room to see if by chance anyone else was awake and happened to make a loud noise which I thought was at the window, but came from another part of the house instead. However, I saw that they were all sound asleep, snoring loudly.

I then peaked out the blinds in the front room (where my relatives were sleeping) to look out in the yard but I saw no one in the yard. If someone were to flee it would've took them a few minutes to get far enough to exit the yard, and they would've been well in view of the street light.

I went back in my bedroom and looked at the clock on my laptop. I saw it was 2:48, right before 3am (which is said to be ""Witching Hour""). At this point I'm on edge and starting to think that it may have been something paranormal happening.

For the sake of protection I burned some sage and told whatever it was to leave me alone and return where it came from.

I laid back down in bed on edge for the remainder of the morning until daybreak, but nothing else ever did happen.

The following night came and I again, was awake in the wee hours. Naturally I was on edge waiting for something to happen again but nothing ever did.

Find ghost hunters and paranormal investigators from South Carolina

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Dee-J, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Startling Knocks At My Window is copyrighted to Dee-J. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=28577
Rumor Or Real?,Japan,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Rumor Or Real?

T here is a small Japanese-style washoku restaurant I sometimes go to. It is an old place with a wooden sign and a sliding door. Inside the floor is covered with tatami, the tables are low, and the smell of grilled fish and dashi hangs in the air. The menu is fixed, with set meals of rice, miso soup, simmered vegetables, pickles, and fish.

People in the neighborhood have spoken about the place for years. They say that if you stay there too late, unusual things begin to happen. I never believed it until one night I went there with my friend.

It was close to closing time. The dining room was empty except for us. The waitress came to take our orders, bowed politely, and walked quickly down the corridor toward the kitchen. Her footsteps echoed unnaturally against the floor.

While we waited, the light above our table flickered. We both looked up, then shrugged it off. A few minutes later, a clatter broke the silence. A pair of chopsticks had fallen onto the tatami from the table next to ours. The strange thing was that no one had been sitting there.

Not long after, I felt a tap on my shoulder. It was light, like the touch of a waiter. I turned, but no one was there. When I looked forward again, the waitress was just then coming out of the kitchen, carrying our trays with both hands.

We ate quietly. The food was the same as always, but the silence of the room pressed down on us. After the last orders were served, the kitchen lights went out. I heard the faint sound of pans being stacked, and then there was nothing.

Suddenly a loud crash echoed from the kitchen. A pan had fallen to the floor. No one moved and no one spoke. The kitchen remained dark.

When the waitress returned with the bill, she said nothing about it. She bowed as usual, but I noticed her hand shaking slightly.

We paid quickly and left. As the sliding door closed behind us, the light above the entrance flickered once.

Later I tried to learn more about the rumors. I discovered that about fifty years ago, the owner of the restaurant had a violent quarrel with his wife. He struck her, not realizing she was pregnant. The baby was lost. The woman's mind gave way after that. Some time later she killed him in the restaurant's kitchen.

It is said that the man still lingers in the dining room, and the woman remains in the kitchen, waiting for the one who took her child.

When I think back to the tap on my shoulder and the chopsticks falling from the empty table, I cannot help wondering which one of them it was...

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, blosomes, has the following expectation about your feedback: I will participate in the discussion and I need help with what I have experienced.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Rumor Or Real? is copyrighted to blosomes. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=28575
"Did They Fade, Or Do They Remain?",Japan,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Did They Fade, Or Do They Remain?

I live in Hokkaido, and my yard used to have an old well. It had been there long before I moved in, tucked away behind shrubs and an aging shed. I rarely used it, maybe only only once in a while for watering plants? But otherwise it sat quietly, almost forgotten.

The area where I live has long had a reputation for being haunted. Over the years I've grown used to it. Sometimes, in the middle of the night, faint voices can be heard, like distant prayers carried on the wind. They've weakened as time has passed, and I've come to accept them as part of the atmosphere here.

But what happened when I arranged to close the well felt entirely different.

In the days leading up to the ceremony, strange things began to occur. At night, dogs from far-off homes barked and howled in the direction of my property, though there was nothing visible in the yard. Inside my own house, I would wake to muffled knocking sounds, low and insistent, as though coming from beneath the ground.

The night before the priest was due to arrive, I saw something I still can't explain. At dusk, I noticed a shape near the well. At first it looked like an animal crouched close to the ground, but as I focused on it, the form seemed to stretch upward, taking on the blurred outline of a person. It never came into focus... Always shadowy, indistinct... Before vanishing altogether. When I went to check, the ground around the stones was damp, though it hadn't rained in days.

On the morning of the ceremony, the air in the yard felt unusually heavy, as though the place itself was holding its breath. The priest performed the purification, but later admitted it had been harder than usual, as if something resisted the prayers.

When the ritual was finished and the well was sealed, the disturbances ceased. The dogs grew quiet, the knocking sounds never returned, and I haven't seen that shadowy figure again.

Even so, the memory lingers. The distant prayers that sometimes drift through my area feel familiar now, almost harmless. But the things I experienced during the well-closing were different... Very active, immediate, and unsettling in a way I won't soon forget.

Do you think the spirits tied to the well are still here, or did they fade away like the voices of those midnight prayers?

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, blosomes, has the following expectation about your feedback: I will participate in the discussion and I need help with what I have experienced.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Did They Fade, Or Do They Remain? is copyrighted to blosomes. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=28574
A Haunted Well,India,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: A Haunted Well

"" This is something that happened to my mother around 45 - 50 years ago...""

During her childhood, my mother used to spend her summer holidays in a small village called Naginenipally, at her eldest sister-in-law's house. Like most children of her age, she was playful, curious, and a little adventurous.

In that village, there was an old well that everyone whispered about. The elders often warned children to stay away from it, saying it was haunted. Naturally, this only fueled the curiosity of the kids.

One day, when all the elders were busy with work, my mother and her close friend slipped away to see the well for themselves. They played around it for some time. Neither of them knew how to swim, so they never dared to get too close. But then something terrifying happened.

Out of nowhere, a woman draped in a black saree appeared. She was carrying burning coal wrapped in her saree, yet the cloth did not catch fire. With a swift motion, she threw the burning coal in front of the children. Shocked and terrified, the two girls ran back to the house, trembling with fear.

Days later, despite the incident, their curiosity got the better of them. They returned to the well. But this time, what they experienced was even more chilling.

From deep inside the well, they began to hear a voice calling out the name of my mother's friend. At first faint, it grew louder and louder, echoing through the air until it felt unbearably close.

The girls fled in horror. That very night, my mother's friend developed a high fever. Even as she lay in her home, she claimed to hear the same voice calling her name again and again.

Though her fever eventually subsided, she never recovered from the fear. Within a few days... She passed away.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Srinivas108, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story A Haunted Well is copyrighted to Srinivas108. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=28573
